"","ID","LineID","PriFault","SecFault","FmCode","FmName","UpFmCode","UpFmName","FaultSense","DipDir","HW_VOffset","Comment","Author","Year","Title","Source","RefPg","ErrRange","PubScale"
"7396",99,11378,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7397",99,11379,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7398",99,11380,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7399",99,11381,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7400",99,11382,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7401",99,11383,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7402",99,11384,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7403",99,11385,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7404",99,11386,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7405",99,11387,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7406",99,11388,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7407",99,11389,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7408",99,11390,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7409",99,11391,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7410",99,11392,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7411",99,11393,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7412",99,11394,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7413",99,11395,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7414",99,11396,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7415",99,11397,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7416",99,11398,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7417",99,11399,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7418",99,11400,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7419",99,11401,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7420",99,11402,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7421",99,11403,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7422",99,11404,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7423",99,11405,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7424",99,11406,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7425",99,11407,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7426",99,11408,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7427",99,11409,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7428",99,11410,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7429",99,11411,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7430",99,11412,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7431",99,11413,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7432",99,11414,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7433",99,11415,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7434",99,11416,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7435",99,11417,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7436",99,11418,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7437",99,11419,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7438",99,11420,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7439",99,11421,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7440",99,11422,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7441",99,11423,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7442",99,11424,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7443",99,11425,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7444",99,11426,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7445",99,11427,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7446",99,11428,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7447",99,11429,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7448",99,11430,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7449",99,11431,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7450",99,11432,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7451",99,11433,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7452",99,11434,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7453",99,11435,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7454",99,11436,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7455",99,11437,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
